EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 15-03-2024
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 countrycodes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 76 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
19633,EKNE                                        ,NO  ,+63:42:00,+011:03:00,   12
19634,BALMI                                       ,NO  ,+67:05:18,+016:03:23,  418
19635,LEIRDAL                                     ,NO  ,+61:28:26,+007:12:48,  378
19636,HESTNES I BALLANGEN II                      ,NO  ,+68:18:30,+016:47:16,  104
19637,HAVDAL - OPPIGARD                           ,NO  ,+63:18:14,+010:21:23,  104
19638,AUREVANN                                    ,NO  ,+59:59:48,+010:27:36,  277
19639,NYMO I DOVRE                                ,NO  ,+61:57:25,+009:15:55,  463
19640,TOERDAL - SUVDOELA                          ,NO  ,+59:08:53,+008:46:27,  235
19641,SKJOMEN - STIBERG                           ,NO  ,+68:12:27,+017:30:51,   29
19642,VERMUNDSJOEEN                               ,NO  ,+60:41:33,+012:22:08,  276
19643,STRAUMOEY                                   ,NO  ,+59:39:11,+005:26:00,   36
19644,KANSTADBOTN IV                              ,NO  ,+68:30:12,+015:53:00,   26
19645,UVDAL                                       ,NO  ,+60:16:00,+008:48:00,  495
19646,FURUHOLT                                    ,NO  ,+58:15:00,+008:22:00,   42
19647,LAUPSTAD                                    ,NO  ,+68:21:38,+014:45:16,   15
19648,USLAND                                      ,NO  ,+58:10:53,+007:33:00,   30
19649,JEPPEDALEN                                  ,NO  ,+60:22:42,+010:54:48,  480
19650,EIKESDAL                                    ,NO  ,+62:28:23,+008:10:36,   39
19651,OEVRE NAMSSKOGAN                            ,NO  ,+64:55:35,+013:09:21,  214
19652,BULANDET                                    ,NO  ,+61:16:59,+004:37:59,    4
19653,SNEISA I LOEDINGEN                          ,NO  ,+68:24:11,+015:44:07,    7
19654,SVAELGFOSS II                               ,NO  ,+59:36:00,+009:16:59,  127
19655,MANNDALEN                                   ,NO  ,+69:29:13,+020:31:41,   55
19656,STAVANGER - HUNDVAG                         ,NO  ,+58:59:54,+005:43:09,    5
19657,FINSTAD - NYHUS                             ,NO  ,+62:06:29,+011:02:08,  525
19658,VENNESLA                                    ,NO  ,+58:16:45,+007:58:04,   40
19659,EIDFJORD                                    ,NO  ,+60:28:00,+007:04:19,    5
19660,TANANGER                                    ,NO  ,+58:55:54,+005:36:03,    5
19661,VUKU                                        ,NO  ,+63:46:59,+011:46:59,   24
19662,YTRE HOLMEBUKT                              ,NO  ,+69:30:00,+019:42:47,   25
19663,VOLLEN I SLIDRE II                          ,NO  ,+61:04:59,+008:58:59,  406
19664,EINUNNA KRAFTVERK                           ,NO  ,+62:13:54,+010:20:30,  746
19665,STOEREN II                                  ,NO  ,+63:01:45,+010:16:53,   82
19666,GRATANGEN III                               ,NO  ,+68:41:35,+017:25:27,   16
19667,BUSNESGREND - BRATEN                        ,NO  ,+59:48:11,+008:59:13,  397
19668,HOSTON                                      ,NO  ,+63:11:03,+009:35:39,  203
19669,TOLSTADASEN                                 ,NO  ,+61:49:26,+009:23:00,  656
19670,BJELLAND KRAFTVERK                          ,NO  ,+58:23:36,+007:31:28,  110
19671,LANGEMO                                     ,NO  ,+60:08:56,+011:12:41,  205
19672,KRISTIANSUND ELVERK                         ,NO  ,+63:07:32,+007:43:49,    4
19673,HAUGESUND - ROSSABOE                        ,NO  ,+59:23:48,+005:17:40,   25
19674,LOEDINGEN - STRAND                          ,NO  ,+68:28:21,+016:04:13,    8
19675,DALE I SUNNFJORD                            ,NO  ,+61:21:48,+005:24:02,    5
19676,SAMNANGER II                                ,NO  ,+60:27:50,+005:53:38,  367
19677,HAMMERFEST                                  ,NO  ,+70:39:29,+023:42:47,   22
19678,NESODDEN - TANGENASEN                       ,NO  ,+59:51:19,+010:39:43,   98
19679,VENNA                                       ,NO  ,+63:52:59,+011:18:00,   17
19680,BILLINGSDALEN                               ,NO  ,+61:57:12,+007:53:29,  591
19681,SVARVERUD I EIDSBERG                        ,NO  ,+59:32:00,+011:31:18,  182
19682,KANSTADBOTN II                              ,NO  ,+68:31:14,+015:52:59,   45
19683,SVOEN                                       ,NO  ,+61:36:06,+005:58:32,  331
19684,BREKKEN                                     ,NO  ,+62:38:43,+011:52:46,  710
19685,AKSLEBJOERG                                 ,NO  ,+60:40:48,+006:06:54,  459
19686,BJERKA - VALLA                              ,NO  ,+66:08:29,+013:48:24,   20
19687,HARSTAD - SAMA                              ,NO  ,+68:48:41,+016:32:15,   43
19688,LORA - LEIRMO                               ,NO  ,+62:10:05,+008:38:43,  621
19689,VIK I SOGN II                               ,NO  ,+61:05:04,+006:34:42,   12
19690,MYRDAL IV                                   ,NO  ,+60:44:03,+007:07:18,  855
19691,STRENGEN                                    ,NO  ,+59:59:44,+008:22:32, 1093
19692,ROGNLIEN                                    ,NO  ,+60:29:36,+010:58:55,  394
19693,SVENES                                      ,NO  ,+58:37:00,+008:24:00,  163
19694,LOERENSKOG - HANEBORG                       ,NO  ,+59:56:45,+010:58:33,  231
19695,LUNDAMO                                     ,NO  ,+63:08:47,+010:19:17,   50
19696,HAMAR VANNVERK                              ,NO  ,+60:48:37,+011:01:17,  132
19697,LITLABOE - DALE                             ,NO  ,+59:47:34,+005:25:54,   35
19698,VESTRE GAUSDAL                              ,NO  ,+61:20:43,+009:46:08,  580
19699,OSSJOEEN                                    ,NO  ,+61:14:58,+011:44:39,  450
19700,DAVIK II                                    ,NO  ,+61:52:59,+005:33:00,    3
19701,LOEKEN I NANNESTAD                          ,NO  ,+60:08:20,+011:03:20,  175
19702,REPPARFJORD LEIRSKOLE                       ,NO  ,+70:27:00,+024:22:59,   29
19703,KVANMO I BALLANGEN                          ,NO  ,+68:15:00,+016:52:59,  126
19704,KOPPERA                                     ,NO  ,+63:23:44,+011:50:29,  294
19705,NORD-AURDAL III                             ,NO  ,+60:55:00,+009:25:23,  433
19706,MO I ADAL                                   ,NO  ,+60:33:39,+009:59:15,  160
19707,TIME - SKJAERET                             ,NO  ,+58:38:44,+005:47:48,  275
19708,RISOER                                      ,NO  ,+58:43:00,+009:13:59,   20
19709,NAMSSKOGAN - BERGLI                         ,NO  ,+64:56:47,+013:11:38,  285
19710,HEREFOSS - STOEA                            ,NO  ,+58:29:18,+008:20:39,   81
19711,DRAMMEN - JARLSBERGVEIEN                    ,NO  ,+59:43:09,+010:08:44,  230
19712,SKIEN II                                    ,NO  ,+59:12:28,+009:36:23,   24
19713,VIKHOE                                      ,NO  ,+61:55:32,+008:14:09, 1140
19714,BATSFJORD LUFTHAVN                          ,NO  ,+70:36:59,+029:39:33,   35
19715,SOENDRE HOELAND II                          ,NO  ,+59:40:27,+011:32:38,  132
19716,MESNA                                       ,NO  ,+61:07:00,+010:36:00,  520
19717,ULLSFJORD II                                ,NO  ,+69:36:20,+019:48:15,    6
19718,JONDAL I HORDALAND                          ,NO  ,+60:16:54,+006:18:11,   95
19719,SULSTUA                                     ,NO  ,+63:39:47,+012:01:10,  263
19720,SARABRATEN                                  ,NO  ,+59:53:30,+010:52:45,  180
19721,ROKO                                        ,NO  ,+60:46:22,+011:28:54,  324
19722,LEVAJOK                                     ,NO  ,+69:54:32,+026:25:45,  115
19723,BOERNUPVATN                                 ,NO  ,+67:05:58,+014:53:08,  380
19724,RISSA - SKAUG                               ,NO  ,+63:38:34,+010:06:38,   38
19725,KVALSUND - SIMAVIK                          ,NO  ,+69:49:57,+019:00:52,   10
19726,SKALAVATN                                   ,NO  ,+61:33:43,+007:51:47, 1014
19727,NEA KRAFTVERK                               ,NO  ,+63:01:54,+011:40:54,  441
19728,SKAUN - ROSMO                               ,NO  ,+63:14:53,+010:02:31,  145
19729,STORDAL KRAFTSTASJON                        ,NO  ,+60:57:38,+005:42:11,  478
19730,NUVSTAD                                     ,NO  ,+61:50:17,+009:26:49,  298
19731,ROTVOLL                                     ,NO  ,+63:16:22,+011:48:21,  587
19732,OEVRE NEIDEN                                ,NO  ,+69:40:54,+029:08:53,   85
19733,HOLSEN                                      ,NO  ,+61:25:05,+006:09:18,  134
19734,VEGGLI                                      ,NO  ,+60:03:06,+009:09:15,  243
19735,SKIBOTN KRAFTVERK                           ,NO  ,+69:18:54,+020:21:46,   45
19736,OEVRE RENDAL                                ,NO  ,+61:52:59,+011:04:59,  303
19737,HEMNE                                       ,NO  ,+63:15:32,+009:00:14,  133
19738,STAVERN - AGNES                             ,NO  ,+59:00:48,+010:02:03,    5
19739,SKREADALEN                                  ,NO  ,+58:49:13,+006:42:54,  455
19740,SKIFTENES                                   ,NO  ,+58:24:00,+008:31:00,   46
19741,FOLGEFONNEN                                 ,NO  ,+60:05:26,+006:20:35, 1366
19742,ALMO                                        ,NO  ,+63:31:45,+011:03:16,  160
19743,JOESENDAL                                   ,NO  ,+59:55:53,+006:34:42,  345
19744,OSLO - SANDAKER                             ,NO  ,+59:56:22,+010:46:22,  110
19745,YTTERSTAD                                   ,NO  ,+68:20:09,+015:40:18,    8
19746,ROELDAL KRAFTVERK                           ,NO  ,+59:49:19,+006:49:05,  390
19747,ONSOEY - OEYENKILEN                         ,NO  ,+59:10:24,+010:50:54,    5
19748,DROEBAK - DYRLOEKKE                         ,NO  ,+59:40:24,+010:39:14,   89
19749,SENUMSTAD                                   ,NO  ,+58:25:17,+008:17:21,   67
19750,DROEBAK                                     ,NO  ,+59:40:33,+010:37:46,   85
19751,RAFTSUND - ULVOEY                           ,NO  ,+68:21:59,+015:01:59,    4
19752,RADE II                                     ,NO  ,+59:20:12,+010:55:41,   31
19753,ULVESUND                                    ,NO  ,+61:57:59,+005:08:17,    1
19754,SVELGEN                                     ,NO  ,+61:46:05,+005:17:48,   16
19755,HOEGSFJORD II                               ,NO  ,+58:50:02,+006:05:16,   52
19756,STANGE - ALM                                ,NO  ,+60:42:06,+011:08:22,  190
19757,SPANGRUDLIEN I RINGEBU                      ,NO  ,+61:27:43,+010:18:19,  755
19758,HEMSEDAL                                    ,NO  ,+60:51:24,+008:36:11,  608
19759,STURE                                       ,NO  ,+60:37:14,+004:50:06,   17
19760,OEVRE SMEDDALSVATN                          ,NO  ,+61:10:18,+008:03:06,  932
19761,TESSUNGDALEN                                ,NO  ,+60:07:41,+008:40:13,  775
19762,SELJORD - LOENNESTAD                        ,NO  ,+59:31:09,+008:38:44,  162
19763,FIDJELAND                                   ,NO  ,+58:57:24,+006:55:41,  568
19764,SJUSJOEEN II                                ,NO  ,+61:09:10,+010:41:33,  860
19765,ENEBAKK                                     ,NO  ,+59:45:46,+011:08:17,  163
19766,TOERDAL II                                  ,NO  ,+59:08:53,+008:47:38,  162
19767,HEGGELIA                                    ,NO  ,+60:05:08,+010:28:22,  520
19768,STORDAL - OVEROEYE                          ,NO  ,+62:24:33,+007:12:50,  398
19769,BJOERNSUND                                  ,NO  ,+69:27:02,+030:04:09,   28
19770,OESTRE MOLAND                               ,NO  ,+58:28:54,+008:45:20,   40
19771,RUSTADSAGA                                  ,NO  ,+59:52:23,+010:51:30,  169
19772,ROEYRVASSEID I SOERFOLD                     ,NO  ,+67:18:48,+015:40:41,    7
19773,KVINESHEI - SOERHELLE                       ,NO  ,+58:14:36,+006:58:58,  317
19774,VEGARSHEI                                   ,NO  ,+58:43:59,+008:51:00,  181
19775,HUSVOLLDALEN                                ,NO  ,+59:58:00,+008:40:59,  573
19776,BROKKE KRAFTSTASJON                         ,NO  ,+59:07:27,+007:30:37,  275
19777,HORNI                                       ,NO  ,+59:54:55,+010:27:37,   81
19778,IMSDALEN                                    ,NO  ,+61:36:01,+010:36:46,  641
19779,TRONES - TROMSSTAD                          ,NO  ,+64:43:44,+012:48:56,  143
19780,ALESUND III                                 ,NO  ,+62:28:33,+006:12:05,  136
19781,SLETTELVA                                   ,NO  ,+69:42:15,+018:51:50,  169
19782,KLETTHAMMER - SAETEREN                      ,NO  ,+62:34:44,+009:11:38,  600
19783,KAMPEN I OSLO                               ,NO  ,+59:55:00,+010:46:59,   77
19784,POLMAK                                      ,NO  ,+70:04:42,+027:59:11,   21
19785,GRUNNFARNES                                 ,NO  ,+69:18:02,+016:58:04,    3
19786,ELVAL                                       ,NO  ,+61:55:53,+011:03:34,  276
19787,NORDRE ETNEDAL                              ,NO  ,+61:01:59,+009:31:00,  679
19788,GUOLASJAKKA KRAFTVERK                       ,NO  ,+69:21:02,+021:04:53,   50
19789,LEKSVIK                                     ,NO  ,+63:40:51,+010:36:09,  139
19790,PUNTASTILLA                                 ,NO  ,+69:29:35,+021:27:36,   98
19791,KLOVHOLT                                    ,NO  ,+59:10:59,+009:32:18,   70
19792,OS I OESTERDAL                              ,NO  ,+62:31:01,+011:01:05,  788
19793,GRIMSETE                                    ,NO  ,+60:50:51,+007:18:37,  647
19794,DRANGEDAL II                                ,NO  ,+59:06:27,+009:02:50,  106
19795,KVALVAG PA FREI                             ,NO  ,+63:03:57,+007:52:44,   38
19796,SOPNESBUKT                                  ,NO  ,+70:03:06,+022:19:27,    8
19797,SKJOLDEN                                    ,NO  ,+61:29:45,+007:36:21,   17
19798,ULLA                                        ,NO  ,+59:22:50,+006:31:28,  200
19799,TYSSEDAL III                                ,NO  ,+60:08:27,+006:38:04,  860
19800,LYNGSEIDET III                              ,NO  ,+69:34:00,+020:13:36,    6
19801,TRAENA - HUSOEY                             ,NO  ,+66:29:58,+012:05:30,   15
19802,KVAENANGSBOTN II                            ,NO  ,+69:42:55,+022:07:42,   65
19803,SYGNA                                       ,NO  ,+61:20:36,+005:43:36,   47
19804,MYRDAL                                      ,NO  ,+60:44:07,+007:07:22,  870
19805,OSLO - BJOELSEN                             ,NO  ,+59:56:30,+010:44:53,   74
19806,LENSVIK                                     ,NO  ,+63:30:01,+009:49:53,   15
19807,EGELANDS VERK                               ,NO  ,+58:48:00,+009:07:00,   46
19808,KARMOEY - HARALDSVIK                        ,NO  ,+59:23:17,+005:16:40,    9
19809,DRAMMEN - SOLUMSTRAND                       ,NO  ,+59:42:39,+010:16:08,    5
19810,STAUP                                       ,NO  ,+63:44:47,+011:16:27,   42
19811,NORD-AURDAL II                              ,NO  ,+60:55:19,+009:25:00,  442
19812,SKJERKA                                     ,NO  ,+58:33:21,+007:22:41,  263
19813,SAMNANGER                                   ,NO  ,+60:27:50,+005:53:38,  370
19814,LYKKJA I HEMSEDAL                           ,NO  ,+60:53:00,+008:49:45,  890
19815,FINNSKOG                                    ,NO  ,+60:41:29,+012:24:01,  295
19816,OSEN I GAULAR                               ,NO  ,+61:21:55,+005:40:37,    4
19817,KOLBOTN                                     ,NO  ,+59:48:00,+010:46:12,  100
19818,REISJA I TUDDAL                             ,NO  ,+59:47:25,+008:41:42,  686
19819,SKIPTVET                                    ,NO  ,+59:31:00,+011:10:00,  100
19820,BIRKENES II                                 ,NO  ,+58:18:00,+008:10:59,   28
19821,SMESTAD II                                  ,NO  ,+59:56:03,+010:40:21,   53
19822,BREKKHUS                                    ,NO  ,+60:44:11,+006:08:38,  202
19823,BORGE - BERG                                ,NO  ,+59:11:21,+011:01:54,   10
19824,NELAUGVATN                                  ,NO  ,+58:42:00,+008:36:00,  142
19825,FORTUN I                                    ,NO  ,+61:29:40,+007:41:21,   46
19826,NES - HORGEN                                ,NO  ,+60:04:03,+011:21:33,  150
19827,KLAKEGG - BOLSET                            ,NO  ,+61:36:14,+006:30:52,  187
19828,OEYSTESE - MO                               ,NO  ,+60:23:07,+006:11:03,   68
19829,HELLIGSKOGEN FJELLSTUE                      ,NO  ,+69:12:00,+020:42:29,  337
19830,ROESBJOERGEN                                ,NO  ,+62:59:51,+010:31:12,  330
